t,ztfg,ztfr,ztfi,sim_id,num_detections,batch_id
44247.28180209362,22.0,22.0,22.0,7,15,0
44248.28180209362,22.0,22.0,22.0,7,15,0
44249.28180209362,19.678443738262818,19.58757867311356,19.931133138791125,7,15,0
44250.28180209362,20.15157885463858,19.34382552731214,19.47894846718564,7,15,0
44251.28180209362,21.22181898187747,19.845118786509406,19.5540248503273,7,15,0
44252.28180209362,22.0,20.567110506010717,20.05302510057295,7,15,0
44253.28180209362,22.0,21.737139013181658,20.50624987905466,7,15,0
44254.28180209362,22.0,22.0,21.11095489712377,7,15,0
44255.28180209362,22.0,22.0,21.618017748904162,7,15,0
44256.28180209362,22.0,22.0,22.0,7,15,0
44257.28180209362,22.0,22.0,22.0,7,15,0
44258.28180209362,22.0,22.0,22.0,7,15,0
44259.28180209362,22.0,22.0,22.0,7,15,0
44260.28180209362,22.0,22.0,22.0,7,15,0
44261.28180209362,22.0,22.0,22.0,7,15,0
44262.28180209362,22.0,22.0,22.0,7,15,0
44263.28180209362,22.0,22.0,22.0,7,15,0
44264.28180209362,22.0,22.0,22.0,7,15,0
44265.28180209362,22.0,22.0,22.0,7,15,0
44266.28180209362,22.0,22.0,22.0,7,15,0
44267.28180209362,22.0,22.0,22.0,7,15,0
44268.28180209362,22.0,22.0,22.0,7,15,0
44269.0,22.0,22.0,22.0,7,15,0
44270.0,22.0,22.0,22.0,7,15,0
44271.0,22.0,22.0,22.0,7,15,0
44240.0,22.0,22.0,22.0,8,7,0
44241.0,22.0,22.0,22.0,8,7,0
44242.0,22.0,22.0,22.0,8,7,0
44243.0,22.0,22.0,22.0,8,7,0
44243.476818029536,22.0,22.0,22.0,8,7,0
44244.476818029536,22.0,22.0,22.0,8,7,0
44245.476818029536,22.0,22.0,22.0,8,7,0
44246.476818029536,22.038998200776938,21.56887851802248,21.438666770439315,8,7,0
44247.476818029536,22.0,21.004439758422635,21.33328310602934,8,7,0
44248.476818029536,22.0,21.426729571057667,21.216399604412643,8,7,0
44249.476818029536,22.0,22.0,21.582796699526497,8,7,0
44250.476818029536,22.0,22.0,22.0,8,7,0
44251.476818029536,22.0,22.0,22.0,8,7,0
44252.476818029536,22.0,22.0,22.0,8,7,0
44253.476818029536,22.0,22.0,22.0,8,7,0
44254.476818029536,22.0,22.0,22.0,8,7,0
44255.476818029536,22.0,22.0,22.0,8,7,0
44256.476818029536,22.0,22.0,22.0,8,7,0
44257.476818029536,22.0,22.0,22.0,8,7,0
44258.476818029536,22.0,22.0,22.0,8,7,0
44259.476818029536,22.0,22.0,22.0,8,7,0
44260.476818029536,22.0,22.0,22.0,8,7,0
44261.476818029536,22.0,22.0,22.0,8,7,0
44262.476818029536,22.0,22.0,22.0,8,7,0
44263.476818029536,22.0,22.0,22.0,8,7,0
44264.476818029536,22.0,22.0,22.0,8,7,0
44265.476818029536,22.0,22.0,22.0,8,7,0
44266.0,22.0,22.0,22.0,8,7,0
44267.0,22.0,22.0,22.0,8,7,0
44268.0,22.0,22.0,22.0,8,7,0
44269.0,22.0,22.0,22.0,8,7,0
44270.0,22.0,22.0,22.0,8,7,0
44271.0,22.0,22.0,22.0,8,7,0
44240.0,22.0,22.0,22.0,9,16,0
44241.0,22.0,22.0,22.0,9,16,0
44242.0,22.0,22.0,22.0,9,16,0
44243.0,22.0,22.0,22.0,9,16,0
44244.0,22.0,22.0,22.0,9,16,0
44245.0,22.0,22.0,22.0,9,16,0
44246.0,22.0,22.0,22.0,9,16,0
44247.0,22.0,22.0,22.0,9,16,0
44247.14990667472,22.0,22.0,22.0,9,16,0
44248.14990667472,22.0,22.0,22.0,9,16,0
44249.14990667472,22.0,22.0,22.0,9,16,0
44250.14990667472,19.36737081147606,19.323121712161118,19.414732019111806,9,16,0
44251.14990667472,19.897437852108663,19.29677340631035,19.0773249761347,9,16,0
44252.14990667472,20.85720388706835,19.42548710176244,19.404097520789442,9,16,0
44253.14990667472,22.0,20.188759551328758,19.674374031606625,9,16,0
44254.14990667472,22.0,21.00261796404271,20.073811511870737,9,16,0
44255.14990667472,22.0,21.900501376430185,21.076952414695995,9,16,0
44256.14990667472,22.0,22.0,21.042986282332794,9,16,0
44257.14990667472,22.0,22.0,22.003978764838372,9,16,0
44258.14990667472,22.0,22.0,22.0,9,16,0
44259.14990667472,22.0,22.0,22.0,9,16,0
44260.14990667472,22.0,22.0,22.0,9,16,0
44261.14990667472,22.0,22.0,22.0,9,16,0
44262.14990667472,22.0,22.0,22.0,9,16,0
44263.14990667472,22.0,22.0,22.0,9,16,0
44264.14990667472,22.0,22.0,22.0,9,16,0
44265.14990667472,22.0,22.0,22.0,9,16,0
44266.14990667472,22.0,22.0,22.0,9,16,0
44267.14990667472,22.0,22.0,22.0,9,16,0
44268.14990667472,22.0,22.0,22.0,9,16,0
44269.14990667472,22.0,22.0,22.0,9,16,0
44270.0,22.0,22.0,22.0,9,16,0
44271.0,22.0,22.0,22.0,9,16,0
44240.0,22.0,22.0,22.0,10,11,0
44241.0,22.0,22.0,22.0,10,11,0
44242.0,22.0,22.0,22.0,10,11,0
44243.0,22.0,22.0,22.0,10,11,0
44243.86726445332,22.0,22.0,22.0,10,11,0
44244.86726445332,22.0,22.0,22.0,10,11,0
44245.86726445332,22.0,22.0,22.0,10,11,0
44246.86726445332,20.861164671564058,20.676498697694047,21.194165784553057,10,11,0
44247.86726445332,21.623000450675725,20.368263111247494,20.172164412435823,10,11,0
44248.86726445332,22.0,21.106531406223056,20.90296945213825,10,11,0
44249.86726445332,22.0,21.402160043645427,21.224997752394195,10,11,0
44250.86726445332,22.0,22.0,21.515767283579155,10,11,0
44251.86726445332,22.0,22.0,22.0,10,11,0
44252.86726445332,22.0,22.0,22.0,10,11,0
44253.86726445332,22.0,22.0,22.0,10,11,0
44254.86726445332,22.0,22.0,22.0,10,11,0
44255.86726445332,22.0,22.0,22.0,10,11,0
44256.86726445332,22.0,22.0,22.0,10,11,0
44257.86726445332,22.0,22.0,22.0,10,11,0
44258.86726445332,22.0,22.0,22.0,10,11,0
44259.86726445332,22.0,22.0,22.0,10,11,0
44260.86726445332,22.0,22.0,22.0,10,11,0
44261.86726445332,22.0,22.0,22.0,10,11,0
44262.86726445332,22.0,22.0,22.0,10,11,0
44263.86726445332,22.0,22.0,22.0,10,11,0
44264.86726445332,22.0,22.0,22.0,10,11,0
44265.86726445332,22.0,22.0,22.0,10,11,0
44266.0,22.0,22.0,22.0,10,11,0
44267.0,22.0,22.0,22.0,10,11,0
44268.0,22.0,22.0,22.0,10,11,0
44269.0,22.0,22.0,22.0,10,11,0
44270.0,22.0,22.0,22.0,10,11,0
44271.0,22.0,22.0,22.0,10,11,0
44240.0,22.0,22.0,22.0,11,9,0
44241.0,22.0,22.0,22.0,11,9,0
44241.66716879314,22.0,22.0,22.0,11,9,0
44242.66716879314,22.0,22.0,22.0,11,9,0
44243.66716879314,22.0,22.0,22.0,11,9,0
44244.66716879314,21.768231661791408,21.62769589788468,21.839656265689243,11,9,0
44245.66716879314,21.99591996598603,21.22166880172003,21.286847213327423,11,9,0
44246.66716879314,22.0,21.79456944513555,21.399972619728494,11,9,0
44247.66716879314,22.0,22.0,21.690448175262045,11,9,0
44248.66716879314,22.0,22.0,22.0,11,9,0
44249.66716879314,22.0,22.0,22.0,11,9,0
44250.66716879314,22.0,22.0,22.0,11,9,0
44251.66716879314,22.0,22.0,22.0,11,9,0
44252.66716879314,22.0,22.0,22.0,11,9,0
44253.66716879314,22.0,22.0,22.0,11,9,0
44254.66716879314,22.0,22.0,22.0,11,9,0
44255.66716879314,22.0,22.0,22.0,11,9,0
44256.66716879314,22.0,22.0,22.0,11,9,0
44257.66716879314,22.0,22.0,22.0,11,9,0
44258.66716879314,22.0,22.0,22.0,11,9,0
44259.66716879314,22.0,22.0,22.0,11,9,0
44260.66716879314,22.0,22.0,22.0,11,9,0
44261.66716879314,22.0,22.0,22.0,11,9,0
44262.66716879314,22.0,22.0,22.0,11,9,0
44263.66716879314,22.0,22.0,22.0,11,9,0
44264.0,22.0,22.0,22.0,11,9,0
44265.0,22.0,22.0,22.0,11,9,0
44266.0,22.0,22.0,22.0,11,9,0
44267.0,22.0,22.0,22.0,11,9,0
44268.0,22.0,22.0,22.0,11,9,0
44269.0,22.0,22.0,22.0,11,9,0
44270.0,22.0,22.0,22.0,11,9,0
44271.0,22.0,22.0,22.0,11,9,0
44240.0,22.0,22.0,22.0,12,6,0
44241.0,22.0,22.0,22.0,12,6,0
44242.0,22.0,22.0,22.0,12,6,0
44242.86828262013,22.0,22.0,22.0,12,6,0
44243.86828262013,22.0,22.0,22.0,12,6,0
44244.86828262013,22.0,22.0,22.0,12,6,0
44245.86828262013,21.65408742529897,21.686080201787917,22.0,12,6,0
44246.86828262013,22.0,21.12880464413369,21.897998756146492,12,6,0
44247.86828262013,22.0,21.67565328886973,21.89776710513313,12,6,0
44248.86828262013,22.0,22.0,22.0,12,6,0
44249.86828262013,22.0,22.0,22.0,12,6,0
44250.86828262013,22.0,22.0,22.0,12,6,0
44251.86828262013,22.0,22.0,22.0,12,6,0
44252.86828262013,22.0,22.0,22.0,12,6,0
44253.86828262013,22.0,22.0,22.0,12,6,0
44254.86828262013,22.0,22.0,22.0,12,6,0
44255.86828262013,22.0,22.0,22.0,12,6,0
44256.86828262013,22.0,22.0,22.0,12,6,0
44257.86828262013,22.0,22.0,22.0,12,6,0
44258.86828262013,22.0,22.0,22.0,12,6,0
44259.86828262013,22.0,22.0,22.0,12,6,0
44260.86828262013,22.0,22.0,22.0,12,6,0
44261.86828262013,22.0,22.0,22.0,12,6,0
44262.86828262013,22.0,22.0,22.0,12,6,0
44263.86828262013,22.0,22.0,22.0,12,6,0
44264.86828262013,22.0,22.0,22.0,12,6,0
44265.0,22.0,22.0,22.0,12,6,0
44266.0,22.0,22.0,22.0,12,6,0
44267.0,22.0,22.0,22.0,12,6,0
44268.0,22.0,22.0,22.0,12,6,0
44269.0,22.0,22.0,22.0,12,6,0
44270.0,22.0,22.0,22.0,12,6,0
44271.0,22.0,22.0,22.0,12,6,0
44240.0,22.0,22.0,22.0,13,11,0
44241.0,22.0,22.0,22.0,13,11,0
44242.0,22.0,22.0,22.0,13,11,0
44243.0,22.0,22.0,22.0,13,11,0
44244.0,22.0,22.0,22.0,13,11,0
44245.0,22.0,22.0,22.0,13,11,0
44245.81501614924,22.0,22.0,22.0,13,11,0
44246.81501614924,22.0,22.0,22.0,13,11,0
44247.81501614924,22.0,22.0,22.0,13,11,0
44248.81501614924,21.15254558311659,21.081876639332982,20.980981946367894,13,11,0
44249.81501614924,21.619286617069136,20.783513844633973,21.124340055972656,13,11,0
44250.81501614924,22.0,21.030396019781264,20.879666879961274,13,11,0
44251.81501614924,22.0,21.83444743502001,20.92558657166343,13,11,0
44252.81501614924,22.0,22.0,21.70169139154387,13,11,0
44253.81501614924,22.0,22.0,22.0,13,11,0
44254.81501614924,22.0,22.0,22.0,13,11,0
44255.81501614924,22.0,22.0,22.0,13,11,0
44256.81501614924,22.0,22.0,22.0,13,11,0
44257.81501614924,22.0,22.0,22.0,13,11,0
44258.81501614924,22.0,22.0,22.0,13,11,0
44259.81501614924,22.0,22.0,22.0,13,11,0
44260.81501614924,22.0,22.0,22.0,13,11,0
44261.81501614924,22.0,22.0,22.0,13,11,0
44262.81501614924,22.0,22.0,22.0,13,11,0
44263.81501614924,22.0,22.0,22.0,13,11,0
44264.81501614924,22.0,22.0,22.0,13,11,0
44265.81501614924,22.0,22.0,22.0,13,11,0
44266.81501614924,22.0,22.0,22.0,13,11,0
44267.81501614924,22.0,22.0,22.0,13,11,0
44268.0,22.0,22.0,22.0,13,11,0
44269.0,22.0,22.0,22.0,13,11,0
44270.0,22.0,22.0,22.0,13,11,0
44271.0,22.0,22.0,22.0,13,11,0
44240.0,22.0,22.0,22.0,14,17,0
44241.0,22.0,22.0,22.0,14,17,0
44242.0,22.0,22.0,22.0,14,17,0
44243.0,22.0,22.0,22.0,14,17,0
44243.479985799444,22.0,22.0,22.0,14,17,0
44244.479985799444,22.0,22.0,22.0,14,17,0
44245.479985799444,22.0,22.0,22.0,14,17,0
44246.479985799444,19.359722622692363,19.288635357467292,19.491078255923572,14,17,0
44247.479985799444,19.7957034946654,19.05159774485067,19.05268425292217,14,17,0
44248.479985799444,20.63987741236095,19.397783125485358,19.094596839361646,14,17,0
44249.479985799444,22.0,20.484951706228646,19.60608335899004,14,17,0
44250.479985799444,22.0,21.70597803453813,20.430248326725483,14,17,0
44251.479985799444,22.0,21.687461511180338,20.756745276579483,14,17,0
44252.479985799444,22.0,22.0,21.420806375122833,14,17,0
44253.479985799444,22.0,22.0,21.86760765644347,14,17,0
44254.479985799444,22.0,22.0,22.0,14,17,0
44255.479985799444,22.0,22.0,22.0,14,17,0
44256.479985799444,22.0,22.0,22.0,14,17,0
44257.479985799444,22.0,22.0,22.0,14,17,0
44258.479985799444,22.0,22.0,22.0,14,17,0
44259.479985799444,22.0,22.0,22.0,14,17,0
44260.479985799444,22.0,22.0,22.0,14,17,0
44261.479985799444,22.0,22.0,22.0,14,17,0
44262.479985799444,22.0,22.0,22.0,14,17,0
44263.479985799444,22.0,22.0,22.0,14,17,0
44264.479985799444,22.0,22.0,22.0,14,17,0
44265.479985799444,22.0,22.0,22.0,14,17,0
44266.0,22.0,22.0,22.0,14,17,0
44267.0,22.0,22.0,22.0,14,17,0
44268.0,22.0,22.0,22.0,14,17,0
44269.0,22.0,22.0,22.0,14,17,0
44270.0,22.0,22.0,22.0,14,17,0
44271.0,22.0,22.0,22.0,14,17,0
44240.0,22.0,22.0,22.0,15,14,0
44241.0,22.0,22.0,22.0,15,14,0
44242.0,22.0,22.0,22.0,15,14,0
44243.0,22.0,22.0,22.0,15,14,0
44244.0,22.0,22.0,22.0,15,14,0
44244.30790834991,22.0,22.0,22.0,15,14,0
44245.30790834991,22.0,22.0,22.0,15,14,0
44246.30790834991,22.0,22.0,22.0,15,14,0
44247.30790834991,20.22380650194453,19.800219382915976,20.70535773148883,15,14,0
44248.30790834991,20.75615012645434,19.75571068411313,19.97479260988515,15,14,0
44249.30790834991,21.67483428736134,20.448090452653375,19.94546285924845,15,14,0
44250.30790834991,22.0,20.884293212614626,20.841072095841525,15,14,0
44251.30790834991,22.0,21.97101360173064,20.91382940527089,15,14,0
44252.30790834991,22.0,22.0,21.42101110977361,15,14,0
44253.30790834991,22.0,22.0,22.0,15,14,0
44254.30790834991,22.0,22.0,22.0,15,14,0
44255.30790834991,22.0,22.0,22.0,15,14,0
44256.30790834991,22.0,22.0,22.0,15,14,0
44257.30790834991,22.0,22.0,22.0,15,14,0
44258.30790834991,22.0,22.0,22.0,15,14,0
44259.30790834991,22.0,22.0,22.0,15,14,0
44260.30790834991,22.0,22.0,22.0,15,14,0
44261.30790834991,22.0,22.0,22.0,15,14,0
44262.30790834991,22.0,22.0,22.0,15,14,0
44263.30790834991,22.0,22.0,22.0,15,14,0
44264.30790834991,22.0,22.0,22.0,15,14,0
44265.30790834991,22.0,22.0,22.0,15,14,0
44266.30790834991,22.0,22.0,22.0,15,14,0
44267.0,22.0,22.0,22.0,15,14,0
